run_name,dataset,transform,label,original_mse,transformed_mse,diff_mse
2_INFO_DOWN_regression_linear_LibriSpeech_wps_HuBERT,LibriSpeech,PitchShift25,wps,0.187046208410036,0.26149919629096985,-0.07445298788093385
2_INFO_DOWN_regression_linear_LibriSpeech_wps_HuBERT,LibriSpeech,PitchShift50,wps,0.187046208410036,0.19578027725219727,-0.008734068842161269
2_INFO_DOWN_regression_linear_LibriSpeech_wps_HuBERT,LibriSpeech,PitchShift75,wps,0.187046208410036,0.19283942878246307,-0.005793220372427077
2_INFO_DOWN_regression_linear_LibriSpeech_wps_HuBERT,LibriSpeech,PitchShift100,wps,0.187046208410036,0.23521310091018677,-0.04816689250015077
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Wav2Vec2,LibriSpeech,PitchShift25,wps,0.2163850294337386,0.3331979215145111,-0.1168128920807725
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Wav2Vec2,LibriSpeech,PitchShift50,wps,0.2163850294337386,0.22501778602600098,-0.00863275659226237
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Wav2Vec2,LibriSpeech,PitchShift75,wps,0.2163850294337386,0.23440508544445038,-0.01802005601071177
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Wav2Vec2,LibriSpeech,PitchShift100,wps,0.2163850294337386,0.32783952355384827,-0.11145449412010966
2_INFO_DOWN_regression_linear_LibriSpeech_wps_CLAP,LibriSpeech,PitchShift25,wps,0.25813720722993216,0.40989241003990173,-0.15175520280996957
2_INFO_DOWN_regression_linear_LibriSpeech_wps_CLAP,LibriSpeech,PitchShift50,wps,0.25813720722993216,0.2861250638961792,-0.027987856666247035
2_INFO_DOWN_regression_linear_LibriSpeech_wps_CLAP,LibriSpeech,PitchShift75,wps,0.25813720722993216,0.28012171387672424,-0.02198450664679208
2_INFO_DOWN_regression_linear_LibriSpeech_wps_CLAP,LibriSpeech,PitchShift100,wps,0.25813720722993216,0.3214107155799866,-0.06327350835005441
2_INFO_DOWN_regression_linear_LibriSpeech_wps_AudioMAE,LibriSpeech,PitchShift25,wps,0.24219700963724228,0.3037639260292053,-0.061566916391963045
2_INFO_DOWN_regression_linear_LibriSpeech_wps_AudioMAE,LibriSpeech,PitchShift50,wps,0.24219700963724228,0.2415716052055359,0.0006254044317063889
2_INFO_DOWN_regression_linear_LibriSpeech_wps_AudioMAE,LibriSpeech,PitchShift75,wps,0.24219700963724228,0.24310758709907532,-0.0009105774618330398
2_INFO_DOWN_regression_linear_LibriSpeech_wps_AudioMAE,LibriSpeech,PitchShift100,wps,0.24219700963724228,0.24772001802921295,-0.005523008391970674
2_INFO_DOWN_regression_linear_LibriSpeech_wps_MDuo,LibriSpeech,PitchShift25,wps,0.20304991191341765,0.2329922914505005,-0.02994237953708284
2_INFO_DOWN_regression_linear_LibriSpeech_wps_MDuo,LibriSpeech,PitchShift50,wps,0.20304991191341765,0.20648057758808136,-0.003430665674663713
2_INFO_DOWN_regression_linear_LibriSpeech_wps_MDuo,LibriSpeech,PitchShift75,wps,0.20304991191341765,0.21417996287345886,-0.011130050960041216
2_INFO_DOWN_regression_linear_LibriSpeech_wps_MDuo,LibriSpeech,PitchShift100,wps,0.20304991191341765,0.2786800265312195,-0.07563011461780184
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Whisper,LibriSpeech,PitchShift25,wps,0.1126018202375798,0.16592369973659515,-0.05332187949901536
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Whisper,LibriSpeech,PitchShift50,wps,0.1126018202375798,0.11584918946027756,-0.003247369222697763
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Whisper,LibriSpeech,PitchShift75,wps,0.1126018202375798,0.11672525107860565,-0.0041234308410258574
2_INFO_DOWN_regression_linear_LibriSpeech_wps_Whisper,LibriSpeech,PitchShift100,wps,0.1126018202375798,0.13862937688827515,-0.026027556650695352
2_INFO_DOWN_regression_linear_LibriSpeech_wps_UniSpeech,LibriSpeech,PitchShift25,wps,0.19039037543393317,0.25583359599113464,-0.06544322055720148
2_INFO_DOWN_regression_linear_LibriSpeech_wps_UniSpeech,LibriSpeech,PitchShift50,wps,0.19039037543393317,0.20232079923152924,-0.011930423797596068
2_INFO_DOWN_regression_linear_LibriSpeech_wps_UniSpeech,LibriSpeech,PitchShift75,wps,0.19039037543393317,0.20107492804527283,-0.01068455261133966
2_INFO_DOWN_regression_linear_LibriSpeech_wps_UniSpeech,LibriSpeech,PitchShift100,wps,0.19039037543393317,0.2633518576622009,-0.07296148222826776
2_INFO_DOWN_regression_linear_LibriSpeech_wps_XVector,LibriSpeech,PitchShift25,wps,0.2335349638547216,0.5964986681938171,-0.3629637043390955
2_INFO_DOWN_regression_linear_LibriSpeech_wps_XVector,LibriSpeech,PitchShift50,wps,0.2335349638547216,0.24881266057491302,-0.015277696720191414
2_INFO_DOWN_regression_linear_LibriSpeech_wps_XVector,LibriSpeech,PitchShift75,wps,0.2335349638547216,0.2515832483768463,-0.018048284522124702
2_INFO_DOWN_regression_linear_LibriSpeech_wps_XVector,LibriSpeech,PitchShift100,wps,0.2335349638547216,0.4047066867351532,-0.1711717228804316
